1539501374.4277558,99
1539501375.6776636,99
1539501376.9119496,99
1539501378.1462383,99
1539501379.364897 ,99
1539501380.6304314,99
1539501381.864717 ,99
1539501383.567718 ,99
1539501384.770756 ,99
1539501386.0050418,99
1539501387.2549517,99
1549271250.5463712,99
1549271251.6868963,99
1549271252.8274615,99
1549271253.9679918,99
1549271255.108534,99
1549271256.2334745,99
1549271257.3583965,99
1549271258.4989233,99
1549271259.6238437,99
1549271260.733145,99
1549271261.8580813,99
1549271262.998616,99
1549271264.139164,99
1549271265.2797017,99
1549271266.3889995,99
1549271267.5295444,99
1549271268.6701055,99
1549271269.7950323,99
1549271270.9355576,99
1549271272.0604794,99
1549271273.1854014,99
1549271274.3103232,99
1549271275.4352453,99
1549271276.5758057,99
1549271277.7007322,99
1549271278.8412735,99
1549271279.9662004,99
1549271281.1067452,99
1549271282.2472908,99
1549271283.3878205,99
1549271284.5283651,99
1549271285.6689095,99
1549271286.7938325,99
1549271288.2312315,99
1549271289.5436392,99
1549271290.9029202,99
1549271292.043466,99
1549271293.184031,99
1549271294.3245587,99
1549271295.465122,99
1549271296.5900242,99
1549271297.7305725,99
1549271299.0586045,99
1549271300.199148,99
1549271301.3240778,99
1549271302.4646363,99
1549271303.6051617,99
1549271304.7301033,99
1549271305.870629,99
1549271307.0892944,99
1549271308.261088,99
1549271309.3860133,99
1549271310.5265756,99
1549271311.6983495,99
1549271314.6294098,99
1549271316.1095634,99
1549271317.3094852,99
1549271318.6524022,99
1549271319.803897,99
1549271320.9375987,99
1549271322.0790899,99
1549271323.2260897,99
1549271324.3934805,99
1549271325.6447651,99
1549271326.9620125,99
1549271328.2812562,99
1549271329.4675765,99
1549271330.631254,99
1549271331.794051,99
1549271332.942689,99
1549271334.1547096,99
1549271335.3360727,99
1549271336.5260026,99
1549271337.6522682,99
1549271338.8030715,99
1549271339.9411528,99
1549271341.0720127,99
1549271342.2008636,99
1549271343.3376787,99
1549271344.4666564,99
1549271345.633648,99
1549271346.7563055,99
1549271347.8796113,99
1549271349.0029435,99
1549271350.113853,99
1549271351.243886,99
1549271352.3725905,99
1549271353.5094585,99
1549271354.6474762,99
1549271355.7831306,99
1549271356.9139755,99
1549271358.058287,99
1549271359.1974406,99
1549271360.32661,99
1549271361.4473267,99
1549271362.57884,99
1549271363.7054565,99
1549271364.8416579,99
1549271365.9809713,99
1549271367.1035311,99
1549271368.2326508,99
1549271369.3535552,99
1549271370.4974127,99
1549271371.6193874,99
1549271372.7574596,99
1549271373.8774302,99
1549271375.0091984,99
1549271376.1281364,99
1549271377.2597358,99
1549271378.3880763,99
1549271379.5271764,99
1549271380.6628196,99
1549271381.7851417,99
1549271382.8976402,99
1549271384.035031,99
1549271385.1674285,99
1549271386.2944722,99
1549271387.448386,99
1549271388.5806906,99
1549271389.6967914,99
1549271390.838169,99
1549271391.973076,99
1549271393.103279,99
1549271394.232061,99
1549271395.3687131,99
1549271396.5086565,99
1549271397.628948,99
1549271398.7389028,99
1549271399.8638093,99
1549271400.9855607,99
1549271402.0976205,99
1549271403.2287374,99
1549271404.3575883,99
1549271405.4957495,99
1549271406.6161203,99
1549271407.7439644,99
1549271408.8754828,99
1549271409.9890516,99
1549271411.104922,99
1549271412.2319448,99
1549271413.3601546,99
1549271414.486737,99
1549271415.6040084,99
1549271416.7356074,99
1549271417.8767235,99
1549271419.010107,99
1549271420.1362083,99
1549271421.2753985,99
1549271422.4035895,99
1549271423.5387747,99
1549271424.663093,99
1549271425.785382,99
1549271426.9228468,99
1549271428.061326,99
1549271429.2138057,99
1549271430.3587146,99
1549271431.5348837,99
1549271432.7316158,99
1549271433.8711386,99
1549271434.9968162,99
1549271436.1299694,99
1549271437.2609732,99
1549271438.3973324,99
1549271439.5094705,99
1549271440.6469538,99
1549271441.7890685,99
1549271442.9401717,99
1549271444.0858238,99
1549271445.243557,99
1549271446.396235,99
1549271447.5507438,99
1549271448.729526,99
1549271449.862167,99
1549271450.9843817,99
1549271452.1196814,99
1549271453.270957,99
1549271454.4472818,99
1549271455.57748,99
1549271456.694013,99
1549271457.9258437,99
1549271459.1616461,99
1549271460.31626,99
1549271461.491333,99
1549271462.6356595,99
1549271463.8007553,99
1549271464.9300568,58
1549271466.0897086,58
1549271467.2388775,58
1549271468.4205887,55
1549271469.5659468,55
1549271470.7332616,55
1549271471.9209747,99
1549271473.067556,99
1549271474.2153442,99
1549271475.3723657,99
1549271476.5459795,99
1549271477.6853201,99
1549271478.85396,99
1549271480.012458,99
1549271481.1656904,66
1549271482.3813558,66
1549271483.5171447,66
1549271484.6461148,66
1549271485.796415,66
1549271486.9356096,99
1549271488.0858622,99
1549271489.2701826,99
1549271490.4774907,99
1549271491.6718152,99
1549271492.8991053,99
1549271494.0284896,99
1549271495.1449792,99
1549271496.3119276,99
1549271497.4655335,99
1549271498.657878,99
1549271499.8446908,99
1549271500.9652858,99
1549271502.0929544,99
1549271503.2230144,99
1549271504.3682477,99
1549271505.5035787,99
1549271506.6211708,99
1549271507.7544014,99
1549271508.898208,99
1549271510.034176,99
1549271511.1669574,99
1549271512.3601305,99
1549271513.5959506,99
1549271514.7193048,99
1549271515.8607175,99
1549271516.999446,99
1549271518.1905098,99
1549271519.3232949,99
1549271520.460505,99
1549271521.5798163,99
1549271522.7330709,99
1549271523.8723323,99
1549271525.0538921,99
1549271526.197486,99
1549271527.372208,99
1549271528.5398128,99
1549271529.6667464,99
1549271530.8331242,99
1549271531.985184,99
1549271533.1157098,99
1549271534.2446625,99
1549271535.4217389,99
1549271536.5984437,99
1549271537.78399,99
1549271538.916538,99
1549271540.0470433,99
1549271541.1835232,99
1549271542.3330972,99
1549271543.4664423,99
1549271544.5943696,99
1549271545.7449422,99
1549271546.8912065,99
1549271548.083001,99
1549271549.2207975,99
1549271550.3677647,99
1549271551.4951224,99
1549271552.636669,99
1549271553.7669199,99
1549271555.0402586,99
1549271556.1811087,99
1549271557.328538,99
1549271558.48692,99
1549271559.6185257,99
1549271560.750527,99
1549271561.90978,99
1549271563.0375662,99
1549271564.1660118,99
1549271565.2998862,99
1549271566.45874,99
1549271567.6495056,99
1549271568.7930667,99
1549271569.9216034,99
1549271571.047271,99
1549271572.19237,99
1549271573.346597,99
1549271574.4727805,99
1549271575.628155,99
1549271576.757031,99
1549271577.8842776,99
1549271579.0109599,99
1549271580.1443887,99
1549271581.2725177,99
1549271582.4823706,99
1549271583.624778,99
1549271584.769703,99
1549271585.9723258,99
